name,calories,proteins,lipids,carbs,fibers,userId,
Lapte de cocos Makli,169,0,18,3,0,admin,
Lapte de cocos Rapunzel,194,2,18,4,0,admin,
Lapte de cocos Shan'shi,212,2,20,5,0,admin,
Lapte de cocos si orez Alpro,20,0,1,3,0,admin,
Lapte de cocos Sincere,160,2,17,1,0,admin,
Lapte de cocos Vitasia,210,2,21,3,0,admin,
Lapte de consum 15% Galacta,47,3,2,5,0,admin,
Lapte de consum 15% Sanlacta,45,3,2,5,0,admin,
Lapte de consum integral 35% Kaufland,62,3,4,5,0,admin,
Lapte de consum semidegresat 15 % Kaufland,44,3,2,5,0,admin,
Lapte de iapa,42,2,1,7,0,admin,
Lapte de oaie,113,6,7,5,0,admin,
Lapte de orez cu aroma subtila de vanilie Alpro,60,0,1,12,0,admin,
Lapte de soia bio Pascual ,44,3,2,4,1,admin,
Lapte de soia Biotrend Lidl,43,4,2,1,1,admin,
Lapte de soia cu capsuni bio Provamel,59,4,2,6,1,admin,
Lapte de soia cu vanilie bio Provamel,60,4,2,6,1,admin,
Lapte de soia Hacendado,30,3,2,1,0,admin,
Lapte de soia neindulcit Soya Soleil,27,3,2,0,0,admin,
Lapte de soya So Nice,32,2,1,3,0,admin,
Lapte de vaca 01%,36,3,0,5,0,admin,
Lapte de vaca 15%,50,3,2,5,0,admin,
Lapte de vaca 18% Lechinta,43,3,2,5,0,admin,
Lapte de vaca 36% Asturiana,63,3,4,5,0,admin,
Lapte de vaca 3%,62,3,3,5,0,admin,
Lapte de vaca 3% Lechinta,60,3,3,5,0,admin,
Lapte de vaca degresat 03% Asturiana,34,3,0,5,0,admin,
Lapte de vaca gras pasteurizat,69,3,4,5,0,admin,
Lapte degresat 01% Auchan,31,3,0,4,0,admin,
Lapte degresat 01% Auzu,31,3,0,5,0,admin,
Lapte degresat 01% Lacta,30,3,0,4,0,admin,
Lapte degresat 02% Asturiana,34,3,0,5,0,admin,
Lapte degresat LaDorna 01%,32,3,0,5,0,admin,
Lapte din Alpi 15% Muller,47,4,2,5,0,admin,
Lapte din soia Savia Danone,47,3,2,5,0,admin,
Lapte dulce 32% Pilos,60,3,3,5,0,admin,
Lapte ecologic 15% Bioland,46,3,2,5,0,admin,
Lapte ecologic 35 % LaDorna,62,3,4,5,0,admin,
Lapte ecologic 35% Bioland,64,3,4,5,0,admin,
Lapte fara lactoza 15% LaDorna,44,3,2,5,0,admin,
Lapte fara lactoza 15% Milbona Lidl,48,4,4,5,0,admin,
Lapte frappe 2% Premio Unicarm,68,3,2,10,0,admin,
Lapte integral conservat 35% UHT Alpa,64,3,4,5,0,admin,
Lapte integral standardizat 35% Vio,62,3,4,4,0,admin,
Lapte integral UHT 35% Poiana Florilor,62,3,4,5,0,admin,
Lapte integral Zuzu 35%,62,3,4,5,0,admin,
Lapte LaDorna 1% LadyMilk,39,3,1,4,0,admin,
Lapte organic 15% Lidl Biotrend,48,4,2,5,0,admin,
Lapte pasteurizat 0.1% Natura,25,3,0,5,0,admin,
Lapte pentru cafea,174,3,15,5,0,admin,
Lapte pentru cafea 10% Completa,120,3,10,4,0,admin,
Lapte pentru cafea Tip,118,3,10,4,0,admin,
Lapte praf 3 prebiotic Humana,483,11,24,56,0,admin,
Lapte praf Cora,500,30,26,37,0,admin,
Lapte praf cu zahar,325,9,7,55,0,admin,
Lapte praf de cocos Cocomi,688,12,60,25,6,admin,
Lapte praf degresat Raraul,336,34,1,51,0,admin,
Lapte praf Dr. Oetker,490,26,26,38,0,admin,
Lapte praf integral 26% Aristocrat,494,25,26,38,0,admin,
Lapte praf integral 26% grasime Clever,486,26,26,37,0,admin,
Lapte praf integral Dr. Oetker,490,26,26,38,0,admin,
Lapte praf Milumil 1,485,10,25,54,4,admin,
Lapte praf Nan 1 Nestle,519,10,28,58,0,admin,
Lapte praf partial degresat Aristocrat,370,15,15,35,0,admin,
Lapte praf soia Inedit,470,4,24,60,13,admin,
Lapte praf fara zahar,139,7,8,10,0,admin,
Lapte praf gras,507,26,27,37,0,admin,
Lapte praf slab,373,36,2,50,0,admin,
Lapte proaspat 05% Tnuva Slim,36,3,1,5,0,admin,
Lapte proaspat 15% Covalact de Tara,44,3,2,5,0,admin,
Lapte proaspat 18% Gusturi Romanesti,44,3,2,4,0,admin,
Lapte proaspat 18% Natura,41,4,2,5,0,admin,
Lapte proaspat 3% Natura,51,3,3,5,0,admin,
Lapte semidegresat 15% Brenac,44,3,2,5,0,admin,
Lapte semidegresat 15% LaDorna,45,3,2,5,0,admin,
Lapte semidegresat 16% Puleva,45,3,2,5,0,admin,
Lapte semidegresat 17 % Ram,46,3,2,5,0,admin,
Lapte semidegresat 18 % grasime LaDorna,49,3,2,5,0,admin,
Lapte semidegresat 18% Sim,47,3,2,5,0,admin,
Lapte semidegresat 18% Vio,53,4,2,5,0,admin,
Lapte semidegresat conservat 15% UHT Alpa,46,3,2,5,0,admin,
Lapte semidegresat UHT 15% Winny,39,2,2,5,0,admin,
Lapte semidegresat Zuzu 15%,45,3,2,5,0,admin,
Lapte si cacao cu gust de ciocolata Fulga,44,3,1,6,0,admin,
Lapte soia Central Lechera Asturiana,26,2,1,2,0,admin,
Lapte soia cu calciu Alpro,55,3,2,7,0,admin,
Lapte soia vanilie Interspar Vital,40,3,2,4,1,admin,
Lapte UHT 03% Envia,38,4,0,5,0,admin,
Lapte UHT 15% Allelat,44,3,2,5,0,admin,
Lapte UHT 15% Laptina,44,3,2,5,0,admin,
Lapte UHT integral 35% La Dorna,62,3,4,5,0,admin,
Lapte UTH degresat 01% Fulga,32,3,0,5,0,admin,
Lapte UTH integral 3.5% Fulga,61,3,4,5,0,admin,
Lapte UTH semidegresat 15% Fulga,44,3,2,5,0,admin,
Lapte UTH semidegresat 18% Fulga,47,3,2,5,0,admin,
Lapte15% Milblu K Classic,45,3,2,5,0,admin,
Laptic pt scolari 18% LaDorna,47,3,2,5,0,admin,
Lasagna bolognese Edenia,161,7,7,18,1,admin,
Lasagna Bolognese Mega Image,135,8,6,12,0,admin,
Lasagna cu carne tocata de vita si sos,127,8,5,13,1,admin,
Lasagna cu somon si spanac Cora,121,6,6,11,1,admin,
Lasagna vegetala Alberto,164,4,10,15,0,admin,
Lasagne alla Bolognese Buitoni,136,5,7,13,1,admin,
Lasagne bolognese cu carne de porc Lidl,169,11,7,15,0,admin,
Lasagne Bolognese Trattoria Alfredo Lidl,172,9,9,13,2,admin,
Lavrac,124,24,3,0,0,admin,
Lean Whey Optimum Nutrition,375,77,5,6,2,admin,
Lebar Poiana Marului Sergiana,235,19,15,5,0,admin,
Leberwurst (lebar),349,17,30,0,0,admin,
Leberwurst (lebar) afumat,304,14,27,2,0,admin,
Leberwurst folie aurie Zimbo,353,13,33,1,0,admin,
Leberwurst Zimbo,276,14,24,1,0,admin,
Lecitina de soia Crastan,820,0,88,8,0,admin,
Lecitina de soia natur Tierra,873,0,97,0,0,admin,
Lecitina granule fine Now Foods,700,0,55,10,0,admin,
Legume 4 Seasons Mix Bonduelle,38,3,0,4,4,admin,
Legume amestec cu porumb Dujardin,59,3,1,8,4,admin,
Legume amestec mexican Aro,45,3,0,6,4,admin,
Legume amestec mexican BoVita ,70,4,0,13,0,admin,
Legume amestec mexican Penny,51,2,0,11,0,admin,
Legume Arlequin mix 365,28,2,0,5,2,admin,
Legume asiatice congelate Aldi,59,2,3,5,0,admin,
Legume asortate chinezesti Chiana Mix Bonduelle,25,2,0,4,0,admin,
Legume asortate cu broccoli Hortex,23,2,0,3,0,admin,
Legume asortate imperiale congelate Bonduelle,20,1,0,5,2,admin,
Legume asortate mexic Greens,48,3,0,8,0,admin,
Legume China Mix Dujardin,26,2,0,4,3,admin,
Legume chinezesti Chinese vegetables mix Icefield,28,2,0,3,0,admin,
Legume chinezesti la tigaie cu condiment oriental Hortex,31,2,0,5,2,admin,
Legume cinci culori chinezesti,46,2,2,5,1,admin,
Legume cogelate pentru supa spring soup Chira,51,3,1,8,0,admin,
Legume colorate Iglo,28,2,0,3,2,admin,
Legume congelate Aldi R,62,1,4,4,3,admin,
Legume congelate american style Frosta,78,2,5,5,0,admin,
Legume congelate amestec de vara Edenia,38,2,0,5,4,admin,
Legume congelate amestec mexican Alfredo,40,3,0,7,0,admin,
Legume congelate amestec mexican Iglo,72,3,1,13,3,admin,
Legume congelate amestec mexican Penny,62,3,0,11,0,admin,
Legume congelate amestec pentru wok Edenia,29,2,0,4,3,admin,
Legume congelate China Mix Vita Star,26,2,0,4,0,admin,
Legume congelate Findus,24,2,0,3,0,admin,
Legume congelate french style Frosta,45,2,2,4,0,admin,
Legume congelate Gourmet Mix Findus,20,1,0,4,0,admin,
Legume congelate Hawai Mix Ardo,121,3,1,25,0,admin,
Legume congelate Iglo Corsica,55,2,3,4,2,admin,
Legume congelate Italian Grill Ardo,68,2,4,7,0,admin,
Legume congelate la tigaie cu orez si ciuperci champignon Hortex,94,4,0,19,0,admin,
Legume congelate mexican mix Horeca,38,2,0,7,4,admin,
Legume congelate Mexico mix Chira,75,3,0,14,0,admin,
Legume congelate Misto Benessere,20,1,0,1,0,admin,
Legume congelate mix de toamna 365,37,2,7,0,0,admin,
Legume congelate pentru prajit Spar,64,2,4,4,2,admin,
Legume congelate pentru supa Buitoni,55,3,0,9,3,admin,
Legume congelate Rostgemuse Iglo,85,1,6,7,2,admin,
Legume congelate si condimente China D'aucy,31,2,0,4,4,admin,
Legume congelate Texas Iglo,61,3,0,10,3,admin,
Legume congelate Toscana Frosta,45,2,2,3,0,admin,
Legume congelate Vip Hortex,39,2,1,5,2,admin,
Legume congelate Wok mix Iglo,31,2,0,5,0,admin,
Legume Cous Cous Hortex,34,2,0,5,0,admin,
Legume cu orez si ciuperci Dujardin,58,3,0,11,3,admin,
Legume cu unt Green Grocers Lidl ,109,3,7,9,0,admin,
Legume de gadina amestec Cora,22,1,0,4,0,admin,
Legume de gradina Bonanza Betty Ice,48,3,0,9,0,admin,
Legume Gold mexican mix Bonduelle,81,3,2,11,4,admin,
Legume in stil italian Frosta,68,1,6,3,1,admin,
Legume la cuptor punga magica Knorr,70,3,4,5,3,admin,
Legume la tigaie cu condiment italian Hortex,47,2,1,7,3,admin,
Legume la tigaie cu condimente si ardei Hortex,49,2,0,10,3,admin,
Legume la tigaie cu marar Hortex,56,2,2,9,0,admin,
Legume la tigaie Hortex,57,2,1,9,3,admin,
Legume la tigaie Stir Fry Hortex,61,2,2,8,0,admin,
Legume mexicane Lidl,85,5,0,13,6,admin,
Legume Mexico mix Icefield,72,4,0,12,5,admin,
Legume mix Edeka,45,2,0,7,4,admin,
Legume pastelate Coop,180,4,8,20,5,admin,
Legume pentru ciorba Gradena,48,3,0,9,1,admin,
Legume pentru supa Vita Star,26,4,0,2,0,admin,
Legume Provence Frosta,50,2,2,6,0,admin,
Legume pt preparare la tigaie Traditional Vita Star,118,3,2,22,0,admin,
Legume regesti Iglo,31,2,1,3,2,admin,
Legume salata Mexicana Bonduelle,100,4,3,15,0,admin,
Legume si sos Asian Style Frosta,65,3,4,6,0,admin,
Legume spring vegetables soup Bonduelle,32,3,0,2,4,admin,
Legume Summer Mix Bonduelle,70,2,3,9,0,admin,
Legume supa Kaufland clasic,33,2,0,4,3,admin,
Legume Thai congelate Frosta,39,2,1,4,2,admin,
Leurda,61,2,0,14,2,admin,
Leustean,37,3,1,6,2,admin,
Limba porc fiarta,271,24,19,0,0,admin,
Linguine De Cecco,346,13,2,70,4,admin,
Linte Carrefour,85,6,1,12,4,admin,
Linte fiarta,116,9,0,20,8,admin,
Linte galbena uscata bio Solaris,343,26,2,53,4,admin,
Linte Granoro,103,7,2,15,10,admin,
Linte Konpack,341,23,2,53,0,admin,
Linte la conserva Il Nutrimento,90,7,1,15,5,admin,
Linte mare Mega Image,340,24,1,59,0,admin,
Linte Muller's Muhle,288,24,2,45,17,admin,
Linte rosie Cora,145,9,1,22,8,admin,
Linte rosie decorticata Trs,318,24,1,56,5,admin,
Linte rosie Deroni,302,26,2,29,31,admin,
Linte rosie Horeca,133,9,0,20,8,admin,
Linte rosie Natura,336,24,1,52,11,admin,
Linte rosie Orlando's,133,9,0,20,8,admin,
Linte rosie Sano Vita,338,28,1,57,0,admin,
Linte rosie uscata,362,28,2,60,15,admin,
Linte uscata,353,26,1,60,31,admin,
Linte uscata Mercadona Aldi R,356,22,2,56,12,admin,
Linte verde Cornfarm Lidl,227,25,1,30,31,admin,
Linte verde Noe,327,23,1,52,11,admin,
Linte verde SanoVita,297,18,1,38,0,admin,
Linte verde uscata,341,23,2,61,16,admin,
Linte verde uscata Benefica Bio,501,24,1,51,11,admin,
Linte verde uscata Paco,372,26,2,53,19,admin,
Lipie,270,8,3,51,4,admin,
Lipie 365,291,14,0,59,1,admin,
Lipie Carrefour,317,9,7,54,0,admin,
Lipie cu ierburi Deli Wraps,319,7,8,54,3,admin,
Lipie graham,266,10,3,55,7,admin,
Lipie libaneza graham Carrefour,306,12,3,57,0,admin,
Lipie libaneza graham Lidl,272,11,1,54,5,admin,
Lipie libaneza graham Zaman Bakery,272,11,1,54,5,admin,
Lipie libaneza Painea Brutarului Lidl,306,12,3,57,1,admin,
Lipie mica integrala Calif,197,6,3,38,4,admin,
Lipie mica Nelson,290,10,0,62,0,admin,
Lipie tortilla Roberto,285,8,4,53,0,admin,
Lipie wraps original Poco Loco,332,9,8,54,0,admin,
Litchi proaspete,66,1,0,17,1,admin,
Litchi uscate,277,4,1,71,5,admin,
Loboda,19,2,0,3,2,admin,
Long protein ciocolata si cacao Nutrend,365,78,4,4,3,admin,
Lychee,66,1,0,17,1,admin,
Mac,533,18,45,24,10,admin,
Macaroane Baneasa,351,11,1,73,2,admin,
Macaroane cu nuca,222,5,8,33,1,admin,
Macaroane din grau Noe,355,12,2,72,3,admin,
Macaroane nefierte,371,13,2,75,3,admin,
Macaron cu zmeura Paul,208,1,0,50,0,admin,
Macese gem,242,1,0,58,3,admin,
Macris,24,2,1,2,1,admin,
Macris,11,2,0,1,1,admin,
Macris (congelat),20,2,0,2,0,admin,
Macrou afumat,200,26,10,0,0,admin,
Macrou afumat ,291,18,25,0,0,admin,
Macrou afumat 365 Mega Image,193,22,12,2,0,admin,
Macrou afumat Cora,193,22,12,0,0,admin,
Macrou afumat cu condimente Auchan,228,21,16,1,0,admin,
Macrou afumat fara cap Nautica Lidl,272,21,21,0,0,admin,
Macrou afumat Ocean Fish,170,20,20,0,0,admin,
Macrou congelat Copanex,163,16,10,1,0,admin,
Macrou crud,205,19,14,0,0,admin,
Macrou file afumat Alfredo,359,17,32,0,0,admin,
Macrou gatit,262,24,18,0,0,admin,
Macrou in sos tomat 365,156,20,8,1,0,admin,
Macrou in ulei Baltic,272,14,24,0,0,admin,
Macrou in ulei Vitae D'Oro Kaufland,388,16,36,0,0,admin,
Macrou intreg Azuris,158,20,10,0,0,admin,
Macrou marinat Auchan,131,10,9,3,1,admin,
Macrou marinat Carrefour,110,7,3,3,0,admin,
Madeleines cu ciocolata Primo,457,7,25,52,0,admin,
Maduva osoasa vita,600,5,65,1,0,admin,
Maghiran uscat,271,13,7,61,40,admin,
Magiun de prune Naturelo,220,2,0,55,17,admin,
Magiun de prune Olympia,144,1,0,35,27,admin,
Magiun de prune Raureni,256,3,1,56,1,admin,
Magiun de prune Topoloveni,214,1,0,55,28,admin,
Maioneza Ajonesa Chovi,713,1,78,1,0,admin,
Maioneza Ajonesa ligera Chovi,384,0,6,7,0,admin,
Maioneza bio Irma,830,17,91,1,0,admin,
Maioneza cu mustar Dijon Carrefour,662,1,72,2,0,admin,
Maioneza cu ou 365,727,1,80,0,0,admin,
Maioneza de casa 8 galbenusuri,530,10,54,3,0,admin,
Maioneza facuta in casa,743,2,80,3,0,admin,
Maioneza Knorr,726,1,79,4,0,admin,
Maioneza light,334,1,33,9,0,admin,
Maioneza light 287% Gova,299,0,29,10,0,admin,
Maioneza light cu iaurt Calve,300,2,27,12,1,admin,
Maioneza light Knorr,404,1,42,6,0,admin,
Maioneza light Vita Star Kaufland,480,1,52,5,0,admin,
Maioneza Mayo ulei masline Mega Image,728,1,80,0,0,admin,
Maioneza Vita D'or,715,1,78,3,0,admin,
Maioneza Vitastar,670,1,75,1,0,admin,
Malai Boromir,349,7,1,78,1,admin,
Malai extra Arpis,352,7,1,78,0,admin,
Malai extra Baneasa,348,9,1,75,0,admin,
Malai extra Cora,352,7,1,78,0,admin,
Malai extra degerminat Top Apetit,352,7,1,78,0,admin,
Malai extra gold Raftul Bunicii,341,6,1,74,5,admin,
Malai extra Molnar,332,8,2,70,0,admin,
Malai extra Pambac,349,7,1,70,7,admin,
Malai grisat degerminat Malaiul lui Enache,368,9,2,77,0,admin,
Malai grisat extra 365,342,9,1,73,1,admin,
Malai grisat extra Dobrogea,352,7,1,75,0,admin,
Malai pentru mamaliga Panzani,355,8,1,78,0,admin,
Malai pentru mamaliga Spar,350,8,2,78,0,admin,
Malai superior Castello,360,8,1,80,0,admin,
Malai superior din porumb degerminat No. 1 Carrefour,361,7,1,81,0,admin,
Malai superior Titan,328,9,1,72,0,admin,
Maltrodextrina Redis,400,0,0,100,0,admin,
Mamaliga,70,2,0,15,1,admin,
Manatarci,34,5,0,5,2,admin,
Mancare congelata asiatica cu orez si pui Nasi Goreng Frosta,89,6,2,13,0,admin,
Mancare congelata picanta cu orez si carne fina de pui Nasi Goreng Yuan,120,6,4,15,0,admin,
Mancare de fasole beanz firey chilli Heinz,91,5,0,15,4,admin,
Mancare de fasole boabe cu boia de ardei Scandia,97,5,3,13,0,admin,
Mancare de fasole in sos de tomate baked beans Heinz,79,5,0,13,9,admin,
Mancare greceasca congelata Gyros Frosta,117,5,5,14,0,admin,
Mancare indiana cu orez si pui Frosta,113,6,4,13,0,admin,
Mandarine,53,1,0,13,2,admin,
Mango,65,1,0,17,2,admin,
Mango deshidratat,331,1,1,83,6,admin,
Mangosteen,73,0,1,18,2,admin,
Mar confiat,242,1,0,66,9,admin,
Mar crud fara coaja,48,0,0,13,1,admin,
Mar Golden,49,0,0,11,0,admin,
Mar Ionatan,52,0,0,14,2,admin,
Mar verde,51,0,0,13,1,admin,
Marar,43,4,1,7,2,admin,
Marar uscat,253,20,4,56,14,admin,
Margarina,737,0,79,0,0,admin,
Margarina 24 % Hochlland,216,0,24,0,0,admin,
Margarina Becel,360,0,40,0,0,admin,
Margarina Becel gold,640,1,70,1,1,admin,
Margarina Becel original,410,1,45,1,1,admin,
Margarina cu iaurt Rama Yoghurt,360,1,39,1,1,admin,
Margarina cu smantana Delma,433,0,48,0,0,admin,
Margarina cu unt Delma,300,1,39,2,1,admin,
Margarina cu unt Rama,627,1,70,1,0,admin,
Margarina cu vitamine Delma,315,0,35,0,0,admin,
Margarina Delecta Wiesana,225,0,25,0,0,admin,
Margarina Delma,512,0,55,1,0,admin,
Margarina Delma Sandvis,180,0,20,0,0,admin,
Margarina Fruhstuck,225,0,25,0,0,admin,
Margarina Ligera Alipende,320,0,35,1,0,admin,
Margarina light Arias ligera,213,0,20,8,0,admin,
Margarina light Becel,270,1,30,1,1,admin,
Margarina light Clever,225,0,25,0,0,admin,
Margarina light Lando,225,0,25,0,0,admin,
Margarina Linco Apetit,225,0,25,0,0,admin,
Margarina original pentru prajituri Unirea,540,0,60,0,0,admin,
Margarina pentru prajituri,781,1,84,0,0,admin,
Margarina Rama Aero,360,1,39,2,0,admin,
Margarina Rama Balance,370,0,39,3,0,admin,
Margarina Rama Classic,540,0,60,0,0,admin,
Margarina Rama Cremefine,85,4,5,6,0,admin,
Margarina Rama Maestro,630,0,70,0,0,admin,
Margarina Rama Yogurta Plus,450,0,48,3,0,admin,
Margarina universal Delma,540,0,60,0,0,admin,
Margarina Wiesana Zi de zi,360,0,40,0,0,admin,
Marmelada de capsuni light Alipende,170,1,0,42,1,admin,
Marmelada de coacaze Alipende,196,1,0,48,1,admin,
Martipan cu migdale 365 Mega Image,440,10,21,51,2,admin,
Martipan Katy ,432,4,17,68,0,admin,
Martipan Zentis,438,5,16,67,3,admin,
Masa de cacao Sunlit,580,11,55,9,1,admin,
Mascarpone Casa Azzura,394,5,40,4,0,admin,
Mascarpone Delhaize,376,5,39,4,0,admin,
Mascarpone Gordon Prime,398,3,40,4,0,admin,
Mascarpone Granarolo Mega,402,4,42,3,0,admin,
Mascarpone Italiamo,355,6,36,3,0,admin,
Mascarpone San Fabio Penny,385,4,40,2,0,admin,
Masline cal.70/90 Atlas,115,1,11,6,0,admin,
Masline fara sambure Auchan,154,1,16,0,25,admin,
Masline feliate,167,0,13,7,0,admin,
Masline Iliada,240,1,25,0,4,admin,
Masline intregi Colosal Defne,164,1,15,4,3,admin,
Masline kalamata Coop,270,2,28,2,0,admin,
Masline kalamata Spartans,665,4,69,13,10,admin,
Masline kalamon,300,0,27,13,0,admin,
Masline light Zeyno,227,0,20,10,0,admin,
Masline lights in saramura Ace,153,1,13,8,2,admin,
Masline mamut,150,0,13,10,0,admin,
Masline mamut Farmer,186,1,20,0,2,admin,
Masline naturale Kalamata,300,0,27,13,5,admin,
Masline negre,115,1,11,6,3,admin,
Masline negre Alipende,134,1,16,0,0,admin,
Masline negre Baresa,148,1,16,0,1,admin,
Masline negre coapte Castella,233,0,20,13,0,admin,
Masline negre Coop,127,1,13,1,0,admin,
Masline negre cu samburi Baresa,161,1,17,0,0,admin,
Masline negre Cypressa,173,1,16,5,0,admin,
Masline negre Delphi,186,1,20,1,2,admin,
Masline negre Delphi Light,140,0,14,2,2,admin,
Masline negre dietetice Defne,164,1,16,3,4,admin,
Masline negre fara samburi Hacendado,168,1,16,5,0,admin,
Masline negre in ulei Ece,31,0,3,1,0,admin,
Masline negre intregi DLL,166,1,14,10,0,admin,
Masline negre Irma,130,1,13,1,0,admin,
Masline negre light Aro,115,1,11,6,3,admin,
Masline negre Penny,133,1,14,0,0,admin,
Masline negre Tadolive,167,1,16,5,0,admin,
Masline verzi,145,1,15,4,3,admin,
Masline verzi Aro,185,2,17,5,0,admin,
Masline Verzi Conssrva Delphi,186,1,20,1,2,admin,
Masline verzi cu ansoa Sol Mar,156,1,16,0,0,admin,
Masline verzi cu ardei DLL,125,1,11,5,0,admin,
Masline verzi cu ardei Vitae D'Oro,123,1,13,0,0,admin,
Masline verzi cu aroma de anchoa Fontoliva,168,1,18,0,0,admin,
Masline verzi cu capere Xenia,120,1,12,3,0,admin,
Masline verzi Delphi,172,1,19,1,2,admin,
Masline verzi fara samburi Baresa,171,1,18,0,0,admin,
Masline verzi fara samburi Eridanous,196,1,21,1,1,admin,
Masline verzi fara samburi Fine Life,180,1,19,1,2,admin,
Masline verzi Lidl,196,1,21,1,0,admin,
Masline verzi Ortomio,142,1,15,1,0,admin,
Masline verzi umplute cu ardei Alipende,163,2,16,0,0,admin,
Masline verzi umplute cu migdale Iliada,220,2,22,2,4,admin,
Masline XRO 2006 Defne,137,2,13,2,3,admin,
Mass Gain System Nutritech,370,45,3,38,0,admin,
Mazare Aldi R,35,3,0,5,4,admin,
Mazare congelata Ardo,49,5,1,6,0,admin,
Mazare congelata Bonduelle,57,6,1,7,7,admin,
Mazare congelata Casa Taraneasca,72,5,0,13,0,admin,
Mazare congelata Chira Lidl,92,7,0,15,0,admin,
Mazare congelata Dujardin,69,7,0,10,8,admin,
Mazare congelata Eroski,88,5,0,14,5,admin,
Mazare congelata Icefield,77,6,0,12,0,admin,
Mazare congelata Iglo,90,7,0,15,15,admin,
Mazare congelata K-Classic,84,7,0,10,0,admin,
Mazare congelata Plus,61,5,1,9,5,admin,
Mazare conserva Bonduelle,66,5,0,11,0,admin,
Mazare cu morcovi congelate Bonduelle,61,5,0,4,3,admin,
Mazare fiarta,84,5,0,16,6,admin,
Mazare fina Fine Foods,71,5,1,9,5,admin,
Mazare galbena uscata Noe,333,24,1,60,26,admin,
Mazare intreaga slefuita Perlina,348,32,1,52,0,admin,
Mazare necalibrata Vitae D'oro,74,6,1,7,0,admin,
Mazare si morcovi congelati Chira,65,4,0,11,0,admin,
Mazare verde,42,3,0,8,3,admin,
Mazare verde (conserva),69,4,0,13,4,admin,
Mazare verde boabe Bonduelle,72,5,1,9,6,admin,
Mazare verde boabe dulce Bonduelle,81,6,1,8,9,admin,
Mazare verde boabe Gradina Bunicii,80,5,0,14,0,admin,
Mazare verde boabe No. 1 Carrefour,54,4,1,8,1,admin,
Mazare verde Clever,76,4,9,13,4,admin,
Mazare verde congelata No.1 Carrefour,92,7,1,14,3,admin,
Mazare verde congelata Proxi,79,5,0,13,12,admin,
Mazare verde cu morcovi Icefield,72,4,0,13,0,admin,
Mazare verde fina Carrefour,77,5,0,14,4,admin,
Mazare verde fina Casa Taraneasca,79,5,0,13,0,admin,
Mazare verde fina congelata Penny,77,5,0,14,0,admin,
Mazare verde fina Penny,65,5,0,7,4,admin,
Mazare verde Fine Life,71,5,1,8,5,admin,
Mazare verde frageda congelata,78,5,0,14,6,admin,
Mazare verde Home Garden,60,5,1,11,3,admin,
Mazare verde mijlocie Naturelo,69,4,0,13,4,admin,
Mazare verde Olympia,49,4,0,8,0,admin,
Mazare verde Profi,70,5,0,10,1,admin,
McChicken McDonalds,252,0,11,28,1,admin,
McPuisor McDonalds,185,7,7,24,2,admin,
MCT Oil Now Foods,660,0,92,0,0,admin,
Meat Salad Vitakrone Lidl,295,5,28,6,0,admin,
Medalion de somon proaspat Ocean Fish,206,23,12,0,0,admin,
Medalion din piept de curca cu cascaval Gallicoop,244,11,15,16,0,admin,
Mega amino 3500 Biotech,315,89,0,0,0,admin,
Mei fiert,119,4,1,24,1,admin,
Mei uscat,378,11,4,73,9,admin,
Melc scortisoara cu nuci pecan si caramel Pecanbo Cinnabon,494,3,25,64,21,admin,
Melci,82,18,1,0,0,admin,
Menta proaspata,70,4,1,15,8,admin,
Mentosane Sweets Harmony,403,0,0,98,0,admin,
Mentosane Winterfresh Mints sugarfree Orbit,245,0,1,98,0,admin,
Mere coapte,73,0,0,20,3,admin,
Mere Idared,47,0,0,12,2,admin,
Mere Starkinson,47,0,0,12,0,admin,
Mere verzi Granny Smith,52,0,0,11,3,admin,
Merisoare confiate SanoVita,328,1,1,81,0,admin,
Merisoare deshidratate 365 Mega Image,348,1,2,82,0,admin,
Merisoare deshidratate Mc Ennedy,320,0,1,82,0,admin,
Merisoare deshidratate Orchid,329,0,1,70,19,admin,
Merisoare Detelina's,353,0,1,82,6,admin,
Merisoare in ciocolata neagra Le soeurs en vrac,433,3,20,70,7,admin,
Merisor partial deshidratat 365,348,1,2,82,0,admin,
Merlan crud,90,18,1,0,0,admin,
Merluciu,79,16,2,0,0,admin,
Merluciu Alfredo,81,18,2,0,0,admin,
Merluciu congelat Pascafredo,81,18,2,0,0,admin,
Mexican mix cu orez Cora,100,3,1,20,0,admin,
Mexico mix Bonduelle,81,3,0,15,4,admin,
Mexico mix Bonduelle gold,73,2,2,11,0,admin,
Mexicorn cu sare Mogyi,445,7,12,76,0,admin,
Mezel curcan Irma,95,19,1,2,0,admin,
Mezel din piept de curcan Espina,88,13,2,5,0,admin,
Mezel vita Irma,325,19,27,2,0,admin,
Mezeluri salam,403,28,31,0,0,admin,
Mici cu carne de pasare Delicia,225,12,19,0,0,admin,
Mici cu carne de vita si oaie Kaufland,227,17,8,5,2,admin,
Mici porc vita Westfleisch,239,14,19,2,2,admin,
Mici trasi carne de porc Gepeto,181,13,14,0,0,admin,
Mici vita si oaie Gepeto,154,13,11,0,0,admin,
Micro popcorn cu sare Chio,428,8,21,48,8,admin,
Midii crude,86,12,2,4,0,admin,
Midii fierte,56,10,1,1,0,admin,
Midii in sos Bon Appetit,207,15,14,5,0,admin,
Miel oaie (carne slaba),200,20,13,0,0,admin,
Miere,325,0,0,81,0,admin,
Miere de mana,315,0,0,81,0,admin,
